test_id,category,difficulty,query,expected_docs,retrieved_docs,num_chunks,precision,recall,f1_score,mrr,true_positives,false_positives,false_negatives,context_tokens,latency_ms
ecom_medium_005,returns,medium,"Mau tukar ukuran baju yang sudah dibeli, prosesnya bagaimana?",policy_returns.md,troubleshooting_guide.md; policy_returns.md,3,0.5,1.0,0.667,0.5,policy_returns.md,troubleshooting_guide.md,None,129,84.37
ecom_medium_006,returns,medium,"Saya beli paket bundle, bisa return salah satu item saja atau harus semua?",policy_returns.md,policy_returns.md,2,1.0,1.0,1.0,1.0,policy_returns.md,None,None,119,80.16
ecom_medium_007,contact,medium,Response time CS berapa lama untuk kasus yang high priority?,contact_escalation.md,contact_escalation.md,3,1.0,1.0,1.0,1.0,contact_escalation.md,None,None,142,84.1
ecom_medium_008,payment,medium,"Voucher tidak bisa dipakai padahal belum expired, kenapa ya?",product_faq.md,product_faq.md; policy_returns.md,3,0.5,1.0,0.667,1.0,product_faq.md,policy_returns.md,None,143,79.82
ecom_hard_001,returns,hard,"Barang sampai rusak, seller bilang ini custom order jadi tidak bisa return. Tapi di listing tidak ada informasi itu sama sekali. Apa hak saya sebagai pembeli?",policy_returns.md; product_faq.md,policy_returns.md,3,1.0,0.5,0.667,1.0,policy_returns.md,None,product_faq.md,201,97.86
ecom_hard_002,contact,hard,Saya sudah eskalasi masalah ke CS biasa tapi tidak ada solusi setelah 5 hari. Penjual tetap tidak mau proses refund padahal barang tidak dikirim. Langkah terakhir saya apa? Apakah bisa langsung ke tim legal atau ada jalur lain?,contact_escalation.md; policy_returns.md,contact_escalation.md; troubleshooting_guide.md,3,0.5,0.5,0.5,1.0,contact_escalation.md,troubleshooting_guide.md,policy_returns.md,147,97.2
ecom_edge_001,returns,easy,gmna cra retrn brng yg rusk?,policy_returns.md,contact_escalation.md; policy_returns.md,3,0.5,1.0,0.667,0.5,policy_returns.md,contact_escalation.md,None,134,78.75
ecom_edge_002,contact,easy,cs ny gmn kontk ny,contact_escalation.md,contact_escalation.md; troubleshooting_guide.md,3,0.5,1.0,0.667,1.0,contact_escalation.md,troubleshooting_guide.md,None,267,78.91
ecom_edge_003,product,medium,Saya mau komplain produk tapi juga mau tanya promo,policy_returns.md; product_faq.md,contact_escalation.md; troubleshooting_guide.md,3,0.0,0.0,0.0,0.0,None,contact_escalation.md; troubleshooting_guide.md,policy_returns.md; product_faq.md,123,81.19
ecom_edge_004,returns,easy,Refund atau ganti barang?,policy_returns.md,policy_returns.md,3,1.0,1.0,1.0,1.0,policy_returns.md,None,None,232,80.81
ecom_edge_005,out_of_scope,easy,Resep nasi goreng yang enak apa ya?,None,contact_escalation.md; troubleshooting_guide.md,3,0.0,1.0,0.0,0.0,None,contact_escalation.md; troubleshooting_guide.md,None,181,83.57
